title,vote_average,vote_count,release_date,runtime,adult,original_language,overview,popularity,tagline,genres,production_companies
Salt,6.398,5109,2010-07-21,100,False,en,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",31.472,Who is Salt?,"Action, Mystery, Thriller","Wintergreen Productions, Columbia Pictures, Relativity Media, di Bonaventura Pictures"
Total Recall,6.0,5107,2012-08-02,118,False,en,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.",29.009,What Is Real?,"Action, Science Fiction, Thriller","Total Recall, Original Film, Prime Focus, Rekall Productions, Columbia Pictures"
The Iron Giant,7.925,5105,1999-08-06,86,False,en,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",41.39,It came from outer space!,"Family, Animation, Science Fiction, Drama","Warner Bros. Pictures, Warner Bros. Animation"
Ghost,7.206,5103,1990-07-13,127,False,en,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",31.271,"Before Sam was murdered, he told Molly he'd love and protect her forever.","Fantasy, Drama, Thriller, Mystery, Romance",Paramount
Transcendence,6.029,5102,2014-04-16,119,False,en,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",20.628,"Yesterday, Dr. Will Caster was only human...","Thriller, Science Fiction, Drama, Mystery","DMG Entertainment, Warner Bros. Pictures, Alcon Entertainment, Syncopy, Straight Up Films, Summit Entertainment"
The Tourist,6.178,5097,2010-12-08,103,False,en,"American tourist Frank meets mysterious British woman Elsie on the train to Venice. Romance seems to bud, but there's more to her than meets the eye.",25.174,It all started when he met a woman.,"Action, Thriller, Romance","Columbia Pictures, Spyglass Entertainment, Peninsula Films, StudioCanal, GK Films, Cineroma SRL, Mandate International"
Enchanted,6.805,5088,2007-11-20,107,False,en,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",26.472,This fairytale princess is about to meet a real Prince Charming.,"Comedy, Family, Fantasy, Romance","Walt Disney Pictures, Josephson Entertainment, Andalasia Productions, Right Coast"
Pitch Perfect 2,6.864,5084,2015-05-07,115,False,en,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",25.942,We're back pitches,"Comedy, Music","Brownstone Productions, Gold Circle Films, Universal Pictures"
The Machinist,7.52,5081,2004-07-02,101,False,en,"Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.",15.629,How do you wake up from a nightmare if you’re not asleep?,"Thriller, Drama","ICF, Castelao Productions, Canal+ España, ICAA, Filmax, Paramount Vantage, MEDIA Programme of the European Union"
Final Destination,6.6,5080,2000-03-17,98,False,en,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",35.867,No accidents. No coincidences. No escapes.,Horror,"Hard Eight Pictures, New Line Cinema, Zide-Perry Productions"
Collateral,7.213,5079,2004-08-04,120,False,en,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,22.492,It started like any other night.,"Drama, Crime, Thriller","Paramount, Parkes/MacDonald Productions, Edge City, DreamWorks Pictures"
The Gentlemen,7.678,5079,2020-01-01,113,False,en,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",31.06,Criminal. Class.,"Comedy, Crime","Miramax, Toff Guy Films, STX Films"
Barbie,7.279,5074,2023-07-19,114,False,en,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",1069.34,She's everything. He's just Ken.,"Comedy, Adventure, Fantasy","LuckyChap Entertainment, Heyday Films, NB/GG Pictures, Mattel"
Alien³,6.4,5066,1992-05-22,114,False,en,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",28.981,The bitch is back.,"Science Fiction, Action, Horror","Brandywine Productions, 20th Century Fox"
Uncharted,7.002,5066,2022-02-10,116,False,en,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",79.542,Fortune favors the bold.,"Action, Adventure","Columbia Pictures, Atlas Entertainment, PlayStation Productions, Arad Productions"
The Princess and the Frog,7.2,5062,2009-12-08,98,False,en,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",61.134,Every love story begins with a kiss...,"Romance, Family, Animation","Walt Disney Pictures, Walt Disney Animation Studios"
After We Collided,7.202,5051,2020-09-02,105,False,en,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,121.032,Can love overcome the past?,"Romance, Drama","Voltage Pictures, Offspring Entertainment, Frayed Pages Entertainment, Wattpad"
Apocalypto,7.567,5049,2006-12-07,139,False,en,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",51.114,No one can outrun their destiny.,"Action, Drama, History","Icon Entertainment International, Icon Productions, Touchstone Pictures"
Due Date,6.35,5042,2010-11-03,95,False,en,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",19.067,Leave your comfort zone.,"Comedy, Drama","Legendary Pictures, Green Hat Films, Warner Bros. Pictures"
Citizen Kane,8.015,5034,1941-04-17,119,False,en,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",28.218,It's terrific!,"Mystery, Drama","Mercury Productions, RKO Radio Pictures"
The Adventures of Tintin,6.885,5024,2011-10-24,107,False,en,"Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",33.653,"This year, discover how far adventure will take you.","Adventure, Animation, Mystery","Paramount, Columbia Pictures, WingNut Films, Amblin Entertainment, Nickelodeon Movies, Hemisphere Media Capital, The Kennedy/Marshall Company, DreamWorks Pictures"
The Matrix Resurrections,6.479,5018,2021-12-16,147,False,en,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",52.143,Return to the Source.,"Science Fiction, Action, Adventure","Warner Bros. Pictures, Village Roadshow Pictures, Venus Castina Productions"
